id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,calculated_host_listings_count,availability_365
40871791,Graduate Student living near Harvard Square,25654103,Tom,MidCambridge,42.37655,-71.10375,Private room,82,2,9,287
40882667,T StudentsNurses Perfect Boston Apartment,285344759,Bv,Area 2MIT,42.34951,-71.06901,Private room,121,24,33,162
40886365,Beautiful West Cambridge Apartment,78446576,Jessica,Neighborhood Nine,42.3858,-71.13694,Entire homeapt,200,16,1,259
40919597,The Boxer Boston Deluxe Double,272082418,The Boxer Hotel,East Cambridge,42.3628,-71.06228,Private room,525,3,3,344
40919810,The Boxer Boston Junior Suite Accessible,272082418,The Boxer Hotel,East Cambridge,42.36333,-71.06136,Private room,552,2,3,333
40919826,The Boxer Traditional Accessible King,272082418,The Boxer Hotel,East Cambridge,42.3646,-71.06347,Private room,452,8,3,344
40932844,Downtown 1BR w WD Doorman nr Chinatown T,107434423,Blueground,East Cambridge,42.35892,-71.05416,Entire homeapt,248,0,383,274
40971703,Lovely PetFriendly 2BR in Boston Near Metro,48005494,Zeus,East Cambridge,42.36567,-71.06435,Entire homeapt,202,2,13,255
41056764,Kool furnished bedroom NR central Sq Redline,320886104,Chet,Cambridgeport,42.36265,-71.102,Private room,65,0,1,0
41066379,Stylish Master Bedroom Brookline FenwayLongwood,6102813,Mark,Area 2MIT,42.33438,-71.112,Private room,250,0,3,148
41076686,Furnished 1BR in Boston w Gym  5 miles to Metro,48005494,Zeus,Area 2MIT,42.34774,-71.07879,Entire homeapt,170,1,13,267
41076804,Furnished 2BR in Boston w Gym  5 miles to Metro,48005494,Zeus,Area 2MIT,42.34724,-71.08,Entire homeapt,209,3,13,262
41087314,A Cozy 3 Bedroom Home Close To Boston  Parking,321327851,Shirley,East Cambridge,42.38944,-71.08419,Entire homeapt,225,88,1,160
41102193,Somerville 1BR w Gym Doorman nr Assembly Row,107434423,Blueground,East Cambridge,42.3941,-71.07829,Entire homeapt,203,0,383,307
41102403,Downtown Studio w AC nr N Station  TD Garden,107434423,Blueground,East Cambridge,42.36085,-71.05662,Entire homeapt,171,0,383,298
41102453,Downtown 1BR w WD inunit nr TD Garden,107434423,Blueground,East Cambridge,42.36085,-71.05662,Entire homeapt,222,0,383,342
41102476,Downtown 2BR w WD inunit nr N Station,107434423,Blueground,East Cambridge,42.36085,-71.05662,Entire homeapt,249,0,383,317
41105586,Furnished PetFriendly 1BR in Boston w Gym,48005494,Zeus,Area 2MIT,42.35036,-71.06426,Entire homeapt,150,5,13,276
41186382,Cozy Room in Beacon HillMITMGH Walk Everywhere,95634275,Sophia,East Cambridge,42.36145268,-71.06411264,Private room,142,1,14,275
41223077,Kendall Sq 1BR w Office Nook Gym nr MIT,107434423,Blueground,Area 2MIT,42.362881,-71.08784,Entire homeapt,236,0,383,294
41273964,Fully Furnished Private Room in Harvard Square,1000338,Mark,Agassiz,42.37736,-71.11155,Private room,54,0,2,160
41288141,Studio Fully Furnished in Harvard Square,1000338,Mark,Agassiz,42.3782,-71.11088,Private room,60,0,2,210
41360515,Delightful Beacon Hill 1 Bed  1 Bath,3731207,Kaitlyn,Area 2MIT,42.35803,-71.0711,Entire homeapt,150,12,3,282
41379642,Sweet Sunny Spacious Cambridgeport 1 BR,3406022,Jamie,Cambridgeport,42.35748,-71.11263,Entire homeapt,120,0,1,0
41397978,1863 House Bed and  Breakfast M307 Room 1,32532791,Marie,Area 2MIT,42.34387,-71.07619,Private room,160,20,8,115
41474462,Boston Brownstone Gem GREAT location on Silverline,228074003,Donna,Area 2MIT,42.33917,-71.07488,Entire homeapt,91,0,1,264
41566024,Clean bright private BD close to HarvardTufts,238798977,Michelle,North Cambridge,42.41082,-71.14561,Private room,96,7,10,148
41569941,Beautiful condo near Harvard Square,81016862,Gaytri,West Cambridge,42.38265,-71.13363,Private room,42,0,2,0
41597848,Modern Luxury Spacious 4bed 2bath Walk EVERYWHERE,166246917,Flavia,WellingtonHarrington,42.38276,-71.09091,Entire homeapt,380,70,3,173
41637846,Somerville 1BR w Gym Doorman nr Assembly Row,107434423,Blueground,East Cambridge,42.3941033,-71.0782869,Entire homeapt,203,0,383,352
41740613,The Revolution Hotel,228911273,The Revolution Hotel,Area 2MIT,42.34591,-71.0709,Hotel room,0,1489,1,0
41740740,HARVARD   MIT school  Very close ,222601907,Agel,The Port,42.36813,-71.09585,Private room,75,1,1,0
41765021,HEART OF BOSTON DowntownSouth EndBack Bay,14016102,Jovan,Area 2MIT,42.3457,-71.07344,Entire homeapt,538,141,1,250
41785294,Downtown 1BR w Gym Doorman nr Chinatown,107434423,Blueground,Area 2MIT,42.35229,-71.05911,Entire homeapt,294,0,383,0
41785374,Downtown 1BR w Gym Doorman nr S Station,107434423,Blueground,Area 2MIT,42.35229,-71.05911,Entire homeapt,236,0,383,295
41785889,Downtown 1BR w Gym Doorman WD nr Chinatown,107434423,Blueground,Area 2MIT,42.35229,-71.05911,Entire homeapt,371,0,383,20
41788562,N End 1BR w Gym Doorman WD nr TD Garden,107434423,Blueground,East Cambridge,42.364773,-71.063143,Entire homeapt,376,1,383,68
41830938,Furnished 1BR in Cambridge w Concierge  Gym,48005494,Zeus,Area 2MIT,42.3626,-71.08696,Entire homeapt,196,3,13,326
41871493,Cambridge 1BR w Gym  Concierge near Transit,48005494,Zeus,Area 2MIT,42.36295,-71.0887,Entire homeapt,171,3,13,238
41903226,Downtown Studio w WD Doorman nr Boston Common,107434423,Blueground,Area 2MIT,42.35221,-71.06442,Entire homeapt,188,0,383,232
41925155,Back Bay 1BR w Gym Doorman WD nr Copley Mall,107434423,Blueground,Area 2MIT,42.3481924,-71.0816562,Entire homeapt,241,0,383,334
41949153,Walk to Harvard Clean Spacious  Convenient,8441226,Justin,West Cambridge,42.36399,-71.13103,Entire homeapt,314,64,4,318
41949812,Riverway the best of Boston and Brookline,331970881,Isaac,Area 2MIT,42.33358,-71.11114,Entire homeapt,198,0,1,358
41953347,Back Bay 1BR w Gym Doorman nr Copley Mall,107434423,Blueground,Area 2MIT,42.3491652,-71.0807758,Entire homeapt,370,1,383,125
41953381,Back Bay 1BR w Gym Doorman nr Esplanade,107434423,Blueground,Area 2MIT,42.348129,-71.080849,Entire homeapt,262,0,383,313
41998167,2 Bed w Parking Near Kendall Square  MIT,43450256,Steve,East Cambridge,42.36899,-71.07841,Entire homeapt,134,7,22,294
42000075,Cozy 3 Bed  TuftsCambridgeBoston  Free Parking,332653705,Cassie And Mike,North Cambridge,42.40378,-71.10628,Entire homeapt,326,67,2,75
42080145,Bright Beacon Hill 1BR nr Boston Common,107434423,Blueground,East Cambridge,42.35941,-71.06744,Entire homeapt,250,0,383,102
42080174,Downtown Studio w WD Doorman nr Green Line,107434423,Blueground,Area 2MIT,42.35221,-71.06442,Entire homeapt,177,0,383,271
42080205,Downtown 2BR w WD nr Boston Common,107434423,Blueground,Area 2MIT,42.35221,-71.0639,Entire homeapt,351,0,383,133
42089092,Central Sq 1BR w Gym DM nr Central Sq T Stop,107434423,Blueground,The Port,42.36376,-71.10031,Entire homeapt,230,0,383,307
42094372,Airy Downtown 1BR Near Harbor w Concierge,48005494,Zeus,East Cambridge,42.35721,-71.05726,Entire homeapt,169,4,13,244
42094510,Beautiful 1BR in The Devonshire Near Shops,48005494,Zeus,East Cambridge,42.3573,-71.05675,Entire homeapt,208,1,13,346
42116124,Cambridge Harvard  MIT Great Room 1,19788941,Jean Manuel,The Port,42.36916,-71.09616,Private room,46,1,7,91
42116996,Sleek Downtown Studio w Gym Near Parks  Transit,48005494,Zeus,East Cambridge,42.3528,-71.05337,Entire homeapt,150,4,13,272
42138731,TuftsBostonCambridgeeasy access to HarvardMIT,21745230,Jurek,North Cambridge,42.39951,-71.10697,Private room,85,17,19,147
42139900,BedroomsC1 Adjacent to HarvardMIT,292907881,Ying,MidCambridge,42.38009,-71.10198,Private room,76,19,3,108
42195053,Gorgeous Beacon Hill 1BR nr MA State House,107434423,Blueground,East Cambridge,42.35941,-71.06744,Entire homeapt,170,0,383,270
42231352,Beautiful light filled 3 bed avail 721 to 83122,216438589,Laurie,The Port,42.36843,-71.10063,Entire homeapt,285,2,1,169
42291527,Somerville 1BR w Gym Doorman nr Assembly Row,107434423,Blueground,East Cambridge,42.3941033,-71.0782869,Entire homeapt,210,0,383,300
42357558,2 Bed 1 Bath Near MIT,43450256,Steve,East Cambridge,42.36754,-71.07835,Entire homeapt,250,6,22,304
42388112,BedroomsK Adjacent to HarvardMIT,292907881,Ying,MidCambridge,42.37786,-71.10344,Private room,65,22,3,54
42534050,Spacious clean queen bedroom  perfect location,96423949,Jessica  Shawn,Cambridgeport,42.33967,-71.11979,Private room,210,2,9,212
42638417,Large King sized bedroom in beautiful Harvard sq,81016862,Gaytri,West Cambridge,42.38166,-71.13195,Private room,55,0,2,0
42664410,Luxury Boston Apartment Fenway,158837906,Hashouki,East Cambridge,42.37092,-71.07228,Entire homeapt,684,3,43,365
42703923,Spacious 3 BedTuftsCambridgeBostonFree Parking,332653705,Cassie And Mike,North Cambridge,42.40618,-71.10659,Entire homeapt,286,77,2,75
42708089,Ample Allston 2BR w WD in basement,107434423,Blueground,West Cambridge,42.3496531,-71.1494814,Entire homeapt,203,1,383,324
42708127,Bright Allston 2BR w WD in basement,107434423,Blueground,West Cambridge,42.34983,-71.1494,Entire homeapt,200,1,383,341
42708174,Spacious Allston 2BR w WD in basement,107434423,Blueground,West Cambridge,42.3497995,-71.1495084,Entire homeapt,215,0,383,274
42708208,N End 1BR w Gym Doorman WD nr TD Garden,107434423,Blueground,East Cambridge,42.364773,-71.063143,Entire homeapt,224,1,383,328
42836939,Hedy Lamarr room large cozy room with a view,2063272,Sam Jesse And Kaia,Agassiz,42.38682,-71.11111,Private room,95,0,5,363
42863510,Clean Penthouse Suite near Boston  Free Parking,134962425,Peter,WellingtonHarrington,42.3866,-71.08844,Entire homeapt,370,65,2,304
42894122,Cozy Apartment  BU  Fenway  Longwood Medical,142808482,Cassandra,Area 2MIT,42.34841,-71.10869,Entire homeapt,341,70,1,84
42915815,High floor Luxury building with river views,6574212,Jim,East Cambridge,42.36548,-71.06833,Private room,99,5,3,106
42946067,Central Sq 1BR w Gym DM nr Central Sq T,107434423,Blueground,The Port,42.36376,-71.10031,Entire homeapt,226,0,383,305
42950780,Cozy and Clean Apt near HarvardMIT  BU,118205164,Berta,WellingtonHarrington,42.37615,-71.09954,Entire homeapt,250,84,2,148
42975758,Comfy Spacious Room Near Harvard BS,194167208,Reina,West Cambridge,42.36283,-71.13054,Private room,70,57,2,14
42980478,Comfy Room Near Harvard BS,194167208,Reina,West Cambridge,42.36091,-71.13049,Private room,68,63,2,83
42996911,Inman sq luxury Suite  Spacious and modern,22604641,Emanuel,WellingtonHarrington,42.37584,-71.09595,Entire homeapt,200,88,2,287
43032465,Modern S End 2BR w Doorman WD in Unit,107434423,Blueground,Area 2MIT,42.3440643,-71.065098,Entire homeapt,347,0,383,111
43032495,Smart S End 2BR w Doorman WD in Unit,107434423,Blueground,Area 2MIT,42.34406,-71.0651,Entire homeapt,211,1,383,342
43032512,Ideal S End 2BR w Doorman WD in Unit,107434423,Blueground,Area 2MIT,42.3440643,-71.065098,Entire homeapt,247,0,383,232
43051461,Sunny One Bedroom in East Somerville,33904260,Carrie,WellingtonHarrington,42.38847,-71.08989,Entire homeapt,300,4,1,283
43071363, NEW Listing  A True GEM in South End  Boston,159978864,Santo,Area 2MIT,42.34488,-71.07195,Entire homeapt,243,95,2,298
43121188,Somerville 1BR w Gym Doorman nr Assembly Row,107434423,Blueground,East Cambridge,42.3941033,-71.0782869,Entire homeapt,205,0,383,340
43215731,Newly Renovated 2Bed Steps to Longwood Med Center,31340713,Kama,Area 2MIT,42.33698,-71.11177,Entire homeapt,198,46,23,221
43216937,Sunny Renovated 2bed Close to Longwood Med Area,266312920,STARS Of,Area 2MIT,42.33691,-71.1134,Entire homeapt,198,21,26,221
43267987,Spacious 1BR  Laundry  Gym  Close to Hospitals,30283594,Global Luxury Suites,Area 2MIT,42.352093,-71.06081,Entire homeapt,380,23,33,365
43275982,Modern 1BR  Kitchen  Work From Home  Free WiFi,30283594,Global Luxury Suites,Area 2MIT,42.352093,-71.06081,Entire homeapt,380,11,33,365
43276219,Private  Clean 1BR  Work Desk  Downtown Boston,30283594,Global Luxury Suites,Area 2MIT,42.352093,-71.06081,Entire homeapt,380,5,33,233
43276852,Downtown 2BR w Balcony  Work From Home  GLS,30283594,Global Luxury Suites,Area 2MIT,42.352093,-71.06081,Entire homeapt,528,3,33,364
43277216,Spacious  Clean 2BR  WD  WiFi  Close to BU,30283594,Global Luxury Suites,Area 2MIT,42.352093,-71.06081,Entire homeapt,509,14,33,364
43277439,Private  Clean 2BR  Balcony  Downtown Boston,30283594,Global Luxury Suites,Area 2MIT,42.352093,-71.06081,Entire homeapt,528,1,33,365
43300494,Bright Studio  Full Kitchen  Desk Downtown GLS,30283594,Global Luxury Suites,Area 2MIT,42.352093,-71.06081,Entire homeapt,356,3,33,362
43301136,Modern Downtown Boston Studio  Work Desk  GLS,30283594,Global Luxury Suites,Area 2MIT,42.352093,-71.06081,Entire homeapt,367,5,33,365
43301292,Private  Clean Studio Apt  Gym  Steps from BCH,30283594,Global Luxury Suites,Area 2MIT,42.352093,-71.06081,Entire homeapt,356,3,33,362
43301511,Cozy Studio  Full Kitchen  Laundry  Downtown,30283594,Global Luxury Suites,Area 2MIT,42.352093,-71.06081,Entire homeapt,356,5,33,362
43329867,2BD Apt in Safe Area Short Term Rental Available,1770603,Lucy,West Cambridge,42.34522,-71.13475,Entire homeapt,120,1,2,275
43456291,Charming apartment convenient location,25432777,Donald Patrick,North Cambridge,42.41623,-71.14698,Private room,47,8,2,325
43458371,Charming apt convenient location,25432777,Donald Patrick,North Cambridge,42.41642,-71.14709,Private room,47,8,2,55
43506720,Studio conveniently located HarvardMIT,11441054,Katy,Strawberry Hill,42.37521,-71.16475,Entire homeapt,70,4,4,291
43673971,BACK BAY STUDIO 3 month minimum requirement,38997,Michelle,Area 2MIT,42.35214,-71.07704,Entire homeapt,135,1,11,326
43715032,SUPERIOR ROOM,243931054,Boston Park Plaza,Area 2MIT,42.35064,-71.0705,Hotel room,416,218,11,285
43755013,Perfect studio apt w patio near Harvard MIT,8347091,Christian,Strawberry Hill,42.37318,-71.16569,Entire homeapt,174,143,1,166
43833357,Travelers Choice Award Houseboat Boston Harbor,306011239,Karen,East Cambridge,42.37596,-71.05009,Entire homeapt,316,49,3,327
43861872,Postcard CharmingWalk MGHLuxe Beacon HillDogs,328087660,MockingJay,East Cambridge,42.35893,-71.06908,Entire homeapt,199,0,2,210
43913326,Luxury Furnished 1BR w Gym in Bostons Chinatown,95459395,Bluebird,Area 2MIT,42.352093,-71.060806,Entire homeapt,442,3,18,365
43920635,Somerville 1BR w Gym Doorman nr Assembly Row,107434423,Blueground,East Cambridge,42.3941,-71.07829,Entire homeapt,200,0,383,336
43921650,Upscale 2BR Apartment in Downtown Boston,95459395,Bluebird,Area 2MIT,42.352093,-71.060806,Entire homeapt,592,12,18,365
43921666,Spacious 2BR Apt w Balcony in Bostons Chinatown,95459395,Bluebird,Area 2MIT,42.352093,-71.060806,Entire homeapt,614,1,18,365
43957058,Modern 1BR Steps from Restaurants Attractions,95459395,Bluebird,Area 2MIT,42.352093,-71.060806,Entire homeapt,442,0,18,365
43957067,Spacious 1BR Apt in Boston Chinatown w GymLounge,95459395,Bluebird,Area 2MIT,42.352093,-71.060806,Entire homeapt,457,0,18,364
43957080,Heart of Boston Bright Sunny 2BR w Kitchen Gym,95459395,Bluebird,Area 2MIT,42.352093,-71.060806,Entire homeapt,614,1,18,365
43977877,Lovely Boston Back BayBV Townhouse  Heart of City,2355815,Francine,Area 2MIT,42.34991,-71.0674,Entire homeapt,166,0,1,279
43994299,Cozy Bedroom for you,887148,Dawn,East Cambridge,42.38318,-71.07211,Private room,295,1,4,365
44014524,MODERN DOWNTOWN STUDIO,56359408,Billy,Area 2MIT,42.35055,-71.06486,Entire homeapt,125,0,3,279
44053258,Downtown Studio w WD Doorman nr Green Line,107434423,Blueground,Area 2MIT,42.35221,-71.06442,Entire homeapt,233,0,383,355
44060731,Spacious 1 BR  Laundry  WiFi  Full Kitchen GLS,9419684,Churchill,Area 2MIT,42.352093,-71.06081,Entire homeapt,380,2,19,365
44073013,The Governors Suite  The Coolidge Corner Guest House,96423949,Jessica  Shawn,Cambridgeport,42.33917,-71.12012,Private room,382,12,9,176
44110709,3 Bed 2 Bath Tourist House near Kendall Square,43450256,Steve,East Cambridge,42.3725,-71.07752,Entire homeapt,300,3,22,0
44132493,Spacious 1 BR  Full Kitchen  GYM  WasherD GLS,9419684,Churchill,Area 2MIT,42.352093,-71.06081,Entire homeapt,380,2,19,365
44135035,Exclusive 2BR  Furnished  Gym  Boston  GLS,9419684,Churchill,Area 2MIT,42.35131,-71.06037,Entire homeapt,1375,0,19,365
44135040,Travelers Choice Award 45ft yacht Boston Harbor,306011239,Karen,East Cambridge,42.37669,-71.04971,Entire homeapt,399,57,3,213
44136170,Luxury Studio  Kitchen  Gym  WasherD  Boston,9419684,Churchill,Area 2MIT,42.352093,-71.06081,Entire homeapt,356,14,19,362
44203028,Luxury 4 bedroom home,160087066,Carey,East Cambridge,42.37482,-71.05763,Entire homeapt,950,0,1,359
44208136,51 Belmont Street,254174375,John,Strawberry Hill,42.37538,-71.15105,Entire homeapt,219,64,1,34
44242670,Back Bay 1BR w Gym  WD  Doorman nr Esplanade,107434423,Blueground,Area 2MIT,42.348633,-71.074088,Entire homeapt,312,0,383,2
44261204,ONE Bedroom in the Back Bay on Commonwealth Ave,180283497,Michelle,Area 2MIT,42.35155,-71.08738,Entire homeapt,115,0,8,295
44262044,Brand New 1BR  Full Kitchen WasherD  Gym  GLS,9419684,Churchill,Area 2MIT,42.35261,-71.05979,Entire homeapt,261,0,19,356
44340842,Venn  Harvard Square  Stylish Studio,277913848,Venn,MidCambridge,42.37674,-71.10503,Entire homeapt,200,25,9,236
44378435,4 Bed 2 Bath w Free Parking Near MITKendall Sq,43450256,Steve,East Cambridge,42.36689,-71.07855,Entire homeapt,400,0,22,0
44465410,3 Bed 2 Bath w Free Parking Near MIT  Kendall Sq,43450256,Steve,East Cambridge,42.36901,-71.08609,Entire homeapt,350,0,22,0
44473794,Cambridge Harvard  MIT Great Room 1,19788941,Jean Manuel,The Port,42.3644,-71.09606,Private room,43,2,7,290
44522245,Cozy Apartment in Historic Beacon Hill Area,79365305,Myriem,East Cambridge,42.35885,-71.06812,Entire homeapt,250,175,1,126
44556494,4950  4BR2BA Home Near Harvard MIT  Tufts,25654103,Tom,North Cambridge,42.40096,-71.12972,Entire homeapt,165,0,9,0
44570233,5750  5BR2BA Home with Outdoor Space in Magoun Sq  FullyFurnished  All Utilities Included,25654103,Tom,North Cambridge,42.39319,-71.1051,Entire homeapt,240,0,9,265
44696536,Sunny  stylish 1 bedroom apt Harvard Sq,306298200,Nicole,West Cambridge,42.3813,-71.12948,Entire homeapt,75,15,1,0
44742662,Furnished 5BR2BA  4950 monthly  Magoun Square,25654103,Tom,North Cambridge,42.39587,-71.10303,Entire homeapt,165,0,9,0
44824218,Beautiful 1BR  Downtown  3D TOUR,274552333,Evonify,Area 2MIT,42.35228,-71.06546,Entire homeapt,406,11,6,234
44824831,Gorgeous 1BR  Downtown  3D TOUR,274552333,Evonify,Area 2MIT,42.35228,-71.06539,Entire homeapt,406,2,6,234
44899158,WALK to HARVARDMIT with MEMORY BED,15154687,John,Riverside,42.3641,-71.10995,Private room,91,11,20,337
44906627,Ultra Comfy Modern in the Center of the South End,32870796,Jessica,Area 2MIT,42.3423,-71.07443,Entire homeapt,150,2,1,302
44952411,2B CAMBRIDGE MIT Harvard PRICE DROP Monthly stays,81038,Louisa,MidCambridge,42.3677,-71.10584,Entire homeapt,183,12,8,350
45034782,3B CAMBRIDGE HARVARD MIT 1BR,81038,Louisa,MidCambridge,42.3677,-71.10584,Entire homeapt,225,5,8,342
45054510,Walk to Harvard MIT Central Subway Book Now,7848820,Kris,MidCambridge,42.37092,-71.10102,Private room,152,6,16,261
45085165,Venn  Harvard Square  Charming Room,277913848,Venn,MidCambridge,42.3765,-71.10685,Private room,123,8,9,214
45095072,Venn  Harvard Square  Sunlight Room,277913848,Venn,MidCambridge,42.37647,-71.10705,Private room,147,4,9,362
45095953,Downtown Studio w WD Doorman nr Boston Common,107434423,Blueground,Area 2MIT,42.35114,-71.06334,Entire homeapt,168,0,383,331
45144603,Private bedroom close to Central Sq  BU,364585835,Heline,Cambridgeport,42.35743,-71.10517,Private room,77,101,3,118
45164940,Penthouse Condo with Roof Deck,44939469,Jennifer,Cambridgeport,42.3593,-71.11183,Private room,59,1,3,293
45172060,New one bedroom with private entrance,3850360,Aaron,Agassiz,42.381973,-71.109222,Entire homeapt,223,55,1,56
45180836,Private bedroom close to MIT  BU,364585835,Heline,Area 2MIT,42.35595,-71.10427,Private room,80,159,3,116
45180951,Private bedroom close to MIT  Central Sq,364585835,Heline,Cambridgeport,42.36066,-71.10698,Private room,73,106,3,98
45235650,Fenway Studio wsleeping alcove walk to hospitals,180283497,Michelle,Area 2MIT,42.34562,-71.09479,Entire homeapt,135,2,8,343
45253366,Cozy apartment in the lively heart of Boston,7437427,Noha,East Cambridge,42.36524,-71.05602,Entire homeapt,180,21,1,92
45346226,FOUND Boston Common  Bed in a Shared Quad Room,365985792,FOUND Hotel,Area 2MIT,42.3502,-71.06754,Shared room,93,389,5,258
45347651,FOUND Boston Common  Standard Full Room,365985792,FOUND Hotel,Area 2MIT,42.34964,-71.06768,Private room,323,319,5,308
45349044,FOUND Boston Common  Queen Room,365985792,FOUND Hotel,Area 2MIT,42.34887,-71.06596,Private room,343,443,5,307
45349148,FOUND Boston Common  Double Queen Room,365985792,FOUND Hotel,Area 2MIT,42.34935,-71.06535,Private room,386,354,5,295
45354353,F Cozy  comfortable room near Harvard MIT  BU,37035419,Wendy,Cambridgeport,42.35882,-71.12831,Private room,70,2,8,179
45354387,H Cozy bedroom near Harvard MIT  BU,37035419,Wendy,Cambridgeport,42.35681,-71.12865,Private room,80,2,8,219
45354534,I Cozy room near Harvard MIT BU  prime diners,37035419,Wendy,West Cambridge,42.35907,-71.1301,Private room,70,3,8,138
45411002,Luxury 2BR  100 Walkscore  Theatre District  Evonify,274552333,Evonify,Area 2MIT,42.35081,-71.06355,Entire homeapt,267,6,6,234
45422003,Stylish 1BR  Downtown  3D TOUR,274552333,Evonify,Area 2MIT,42.35084,-71.06484,Entire homeapt,406,8,6,234
45449241,FOUND Boston Common  Single Room,365985792,FOUND Hotel,Area 2MIT,42.34918,-71.06547,Private room,280,386,5,298
45485448,Furnished FirstFloor Studio in Coolidge Corner,31340713,Kama,Cambridgeport,42.3423,-71.11943,Entire homeapt,100,0,23,263
45493742,Large Loft Steps From Boston Common  Short Stays,365116307,Brian  Heather,Area 2MIT,42.35542,-71.062,Entire homeapt,766,152,30,130
45493951,Luxury Furnished Loft near Park Street Station,365116307,Brian  Heather,Area 2MIT,42.35518,-71.06195,Entire homeapt,385,124,30,143
45494260,Downtown Luxury  Students Welcome  WD in unit,365116307,Brian  Heather,East Cambridge,42.3573,-71.06183,Entire homeapt,693,108,30,158
45501951,Downtown Designer Home Keyless  WD in unit,365116307,Brian  Heather,East Cambridge,42.35656,-71.06022,Entire homeapt,573,112,30,145
45502178,Luxury Loft  Boston Common  Monthly Discount,365116307,Brian  Heather,East Cambridge,42.35562,-71.06056,Entire homeapt,691,129,30,156
45502853,Travelers Choice Award Houseboat Bos Harbor Suite2,306011239,Karen,East Cambridge,42.37696,-71.05042,Entire homeapt,316,13,3,327
45507435,Purple House and Garden,5855483,Macy,North Cambridge,42.39869,-71.11488,Entire homeapt,188,32,1,102
45518018,Luxury  Cozy 1st FL AC Kitchen and Parking,368476544,Xiaomin,WellingtonHarrington,42.38564,-71.09122,Entire homeapt,333,65,1,139
45518727,Apartment with Sunshine close to MITKendall Sq,88868429,Huaweilang,WellingtonHarrington,42.37076,-71.09082,Entire homeapt,100,1,1,40
45531118,Beautiful Two Bedroom near Prudential Center,22541573,Ken,Area 2MIT,42.34435,-71.08762,Entire homeapt,310,0,39,359
45531129,Stunning 1 Bedroom steps from BoylstonNewbury Street,22541573,Ken,Area 2MIT,42.34481,-71.08792,Entire homeapt,210,0,39,326
45531759,Luxury Brownstone Penthouse Duplex,21609039,Susan,Area 2MIT,42.34163,-71.08367,Entire homeapt,997,16,3,243
45539554,Monthly Discounts  Fully Furnished 4br 2ba Loft,365116307,Brian  Heather,East Cambridge,42.35712,-71.06232,Entire homeapt,785,104,30,147
45539765,Keyless Entry  Laundry in Unit  Pet Friendly,365116307,Brian  Heather,East Cambridge,42.35727,-71.06153,Entire homeapt,324,154,30,138
45542821,Centrally Located Luxurious Loft  Walk Anywhere,365116307,Brian  Heather,East Cambridge,42.35735,-71.06222,Entire homeapt,517,101,30,162
45543316,Monthly Discounts  Furnished Luxury 3br 2ba Loft,365116307,Brian  Heather,East Cambridge,42.3558,-71.06206,Entire homeapt,519,111,30,160
45543382,Pet Friendly  Downtown Boston  Elevator  WD,365116307,Brian  Heather,East Cambridge,42.35527,-71.06095,Entire homeapt,457,104,30,149
45609348,Penthouse Condo with RoofDeck,44939469,Jennifer,Cambridgeport,42.35823,-71.11371,Private room,65,6,3,294
45609891,Spacious apartment only minutes to Harvard Square,34301226,Lisa,MidCambridge,42.37212,-71.10981,Entire homeapt,235,1,1,5
45632722,Charming 2 Bed House quaint Charlestown Gaslight,30366968,Michael,East Cambridge,42.38018,-71.06604,Entire homeapt,177,1,1,321
45675549,Lavishly Designed Home  With Office  Close to T,365116307,Brian  Heather,East Cambridge,42.35535,-71.06075,Entire homeapt,715,114,30,149
45676233,200mbps speeds  Laundry  Discounted Long Stays,365116307,Brian  Heather,Area 2MIT,42.35513,-71.06242,Entire homeapt,580,135,30,127
45679998,Crisp S End 2BR w Doorman WD in Unit,107434423,Blueground,Area 2MIT,42.34406,-71.0651,Entire homeapt,301,1,383,136
45680010,Symphony 1BR w Doorman nr T Stop  MFA,107434423,Blueground,Area 2MIT,42.34518,-71.08706,Entire homeapt,242,0,383,365
45680018,Symphony 1BR w Doorman nr T Stop  MFA,107434423,Blueground,Area 2MIT,42.34518,-71.08706,Entire homeapt,225,0,383,294
45680039,W End 1BR w Gym WD nr MGH  T Stop,107434423,Blueground,East Cambridge,42.3657336,-71.0669497,Entire homeapt,194,0,383,232
45689053,Stylish One Bedroom Close to Boston Common,22541573,Ken,Area 2MIT,42.35124,-71.05958,Entire homeapt,240,0,39,342
45689070,Modern 1 Bedroom in Downtown Boston,22541573,Ken,Area 2MIT,42.35116,-71.05873,Entire homeapt,250,0,39,333
45689110,1 Bedroom near Rose Kennedy Greenway,22541573,Ken,Area 2MIT,42.35297,-71.05852,Entire homeapt,215,0,39,318
45711774,Beautiful South End Condo w Private Outdoor Space,4369457,Chris,Area 2MIT,42.33965,-71.07956,Entire homeapt,250,3,1,200
45717383,Tuckedaway Home in Bostons Historic Charlestown,369754035,Colleen,East Cambridge,42.38063,-71.07014,Entire homeapt,600,39,1,12
45731971,Upscale and Modern One Bedroom Apartment in Kendal,22541573,Ken,East Cambridge,42.3647,-71.08402,Entire homeapt,215,0,39,317
45732005,Stunning One Bed in Luxury Cambridge Building,22541573,Ken,East Cambridge,42.36262,-71.0835,Entire homeapt,210,0,39,299
45732017,Spacious One Bedroom in Heart of Kendall Square,22541573,Ken,East Cambridge,42.36281,-71.08434,Entire homeapt,230,0,39,341
45732102,Luxury 1 Bedroom Apartment in Kendall Square Near,22541573,Ken,East Cambridge,42.36459844,-71.08421402,Entire homeapt,185,0,39,283
