id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,calculated_host_listings_count,availability_365
6.21E+17,Cambridgeport 1BR w WD  Gym nr Boston U  MIT,107434423,Blueground,Cambridgeport,42.3566191,-71.1062769,Entire homeapt,223,0,383,339
6.21E+17,Stunning S End Studio,107434423,Blueground,Area 2MIT,42.33884,-71.08177,Entire homeapt,199,0,383,316
6.21E+17,Authentic Brownstone Boston Studio,409684302,Justin And Mandy,Area 2MIT,42.34224,-71.07861,Entire homeapt,688,0,32,338
6.21E+17,Beautiful fully equipped luxury condo,423270067,Harry And Susie,Area 2MIT,42.34359,-71.08119,Entire homeapt,989,0,29,336
6.21E+17,Upscale Apt with Private Work From Anywhere Office,423270067,Harry And Susie,Area 2MIT,42.3447,-71.08348,Entire homeapt,779,0,29,345
6.21E+17,Stylish Flexcation Space in Back Bay,423270067,Harry And Susie,Area 2MIT,42.34336,-71.08173,Entire homeapt,490,20,29,344
6.21E+17,Stylish Flexcation Space in Back Bay,423270067,Harry And Susie,Area 2MIT,42.34424,-71.08117,Entire homeapt,808,0,29,344
6.21E+17,Cozy Bedroom in 3BR between MIT and Harvard,21631889,Ling Yi,The Port,42.36765,-71.09848,Private room,65,0,14,177
6.22E+17,Artfilled private room in midCambridge,16241860,Isabel,MidCambridge,42.37008,-71.10227,Private room,86,31,7,247
6.23E+17,Fenway MFA Longwood Med NEU BU,799496,Kj,Area 2MIT,42.34337,-71.10197,Entire homeapt,239,0,3,273
6.23E+17,2 Bed with Work From Anywhere Office  Fast Wifi,423270067,Harry And Susie,Area 2MIT,42.34368,-71.08195,Entire homeapt,796,0,29,339
6.23E+17,Modern Studio with Great Wifi and Amenities,409684302,Justin And Mandy,Area 2MIT,42.34135,-71.07877,Entire homeapt,339,0,32,334
6.24E+17,1st floor private room with private ensuite,16241860,Isabel,MidCambridge,42.36939,-71.10237,Private room,85,27,7,292
6.24E+17,Charming peaceful room in midCambridge,16241860,Isabel,MidCambridge,42.37122,-71.10205,Private room,102,21,7,269
6.24E+17,MITHarvardKendallCentral 3Br with Parking,458543134,Vivian,The Port,42.36701,-71.09486,Entire homeapt,235,27,1,278
6.25E+17,Awesome studio in South End with wifi and parking,409684302,Justin And Mandy,Area 2MIT,42.34276,-71.07856,Entire homeapt,300,10,32,352
6.26E+17,E Cambridge Studio w Gym  WD nr Lechmere T,107434423,Blueground,East Cambridge,42.370595,-71.074224,Entire homeapt,187,0,383,277
6.26E+17,Gorgeous Back Bay 1BR w WD  Gym,107434423,Blueground,Area 2MIT,42.34992,-71.06943,Entire homeapt,243,0,383,301
6.27E+17,Luxury Very Large 2 Bedroom Apartment,19788941,Jean Manuel,East Cambridge,42.36979623,-71.07040962,Entire homeapt,199,4,7,1
6.28E+17,1HB Renovated North End TDGarden apartment,3637081,Sarah,East Cambridge,42.36746,-71.05418,Entire homeapt,232,28,13,243
6.28E+17,Somerville Studio w Gym  WD nr Green Line,107434423,Blueground,East Cambridge,42.36595,-71.06347,Entire homeapt,234,0,383,298
6.28E+17,N Station Studio w WD  Gym nr TD Garden,107434423,Blueground,East Cambridge,42.364773,-71.063143,Entire homeapt,196,0,383,331
6.28E+17,Sunlit Corner Room in Shared Apt Near Everything,2356643,MyBostonTrip,West Cambridge,42.36149,-71.14515,Private room,62,2,35,334
6.28E+17,Darling Studio For Two Perfect Location,205269848,Temple Place,East Cambridge,42.35584,-71.06128,Private room,191,0,15,0
6.28E+17,Spacious Back Bay Condo with Great Amenities,423270067,Harry And Susie,Area 2MIT,42.34372,-71.08126,Entire homeapt,463,12,29,329
6.28E+17,BrightonBrooklineAllston suite  Free Parking,459432105,Irina,West Cambridge,42.346661,-71.139252,Entire homeapt,125,37,1,115
6.28E+17,Private furnished Room  by HarvardLong term stay,34191455,Manoj,Agassiz,42.38452,-71.10956,Private room,99,0,18,174
6.30E+17,Beautiful modern 2bed 2bath in Fenway heart,158837906,Hashouki,Area 2MIT,42.34842001,-71.10062957,Entire homeapt,399,1,43,365
6.31E+17,Lakeview Inlaw suite Private EntranceRoom1,36445555,Show,North Cambridge,42.40868,-71.16101,Entire homeapt,99,16,2,354
6.31E+17,Awesome Apt in the Heart of Back Bay,423270067,Harry And Susie,Area 2MIT,42.34545,-71.08348,Entire homeapt,1023,0,29,345
6.31E+17,Heart of Back Bay Close to Prudential Center and The T,423270067,Harry And Susie,Area 2MIT,42.34359,-71.08336,Entire homeapt,565,8,29,346
6.31E+17,Bright Condo Plenty of Room Sleeps Upto 8,423270067,Harry And Susie,Area 2MIT,42.3448,-71.0834,Entire homeapt,1054,2,29,327
6.31E+17,Sunny Room 2 Free Parking,108560094,Lixia,West Cambridge,42.35587,-71.15837,Private room,59,14,3,168
6.31E+17,Hotel near T  Scholar or Victorian or Townhouse,162885740,Hong,North Cambridge,42.393642,-71.12606,Private room,160,16,18,35
6.32E+17,Historic renovated 4br home walkable to Harvard,99145869,Sophie,Agassiz,42.38283919,-71.11725537,Entire homeapt,500,0,1,207
6.33E+17,Downtown 1BR w Gym WD  Concierge nr S Station,107434423,Blueground,East Cambridge,42.35376,-71.05305,Entire homeapt,347,0,383,35
6.33E+17,Lovely 4 bedroom  2 bathroom rental unit,21146457,SebastiÃÂÃÂ¡n,MidCambridge,42.3755,-71.10715,Entire homeapt,800,1,1,0
6.34E+17,Brookline 1BR steps to Green Line,107434423,Blueground,Cambridgeport,42.3429191,-71.119517,Entire homeapt,193,0,383,291
6.34E+17,Stylish living in the heart of Backbay new in Abnb,35974790,Murat,Area 2MIT,42.35063934,-71.08123779,Entire homeapt,250,2,1,289
6.34E+17,Ellie 6 Back Bay First floor Location,331225367,Stone,Area 2MIT,42.34297,-71.08389,Entire homeapt,265,16,64,97
6.35E+17,Kendall Sq 2BR w Gym nr MIT  Mass General,107434423,Blueground,East Cambridge,42.36624,-71.0841,Entire homeapt,252,0,383,311
6.35E+17,Cozy adorable 1 bedroom private apartment M3652,32532791,Marie,Area 2MIT,42.344532,-71.079376,Entire homeapt,275,9,8,166
6.35E+17,W5 Cozy  Stylish South End Studio,331225367,Stone,Area 2MIT,42.33849,-71.07591,Entire homeapt,290,6,64,49
6.35E+17,W12 Fresh and New South End Studio,331225367,Stone,Area 2MIT,42.33974,-71.07769,Entire homeapt,226,12,64,48
6.35E+17,C42 1BR Near It All,331225367,Stone,Area 2MIT,42.34743,-71.09092,Entire homeapt,311,10,64,131
6.35E+17,Medical  discount  Cambridge  station 1 min,450042941,Joana,North Cambridge,42.39740317,-71.14821019,Entire homeapt,341,5,2,336
6.35E+17,Brookline 1BR w Gym steps to Green Line,107434423,Blueground,Cambridgeport,42.3429191,-71.119517,Entire homeapt,186,0,383,346
6.35E+17,Charming Theater District 1Br  Walk Anywhere,275849638,Steven,Area 2MIT,42.35137,-71.06513,Entire homeapt,201,17,39,246
6.36E+17,South End2 bed in unit laucen air Northeastern,266312920,STARS Of,Area 2MIT,42.33729,-71.08545,Entire homeapt,177,0,26,326
6.36E+17,Ellie 2 Cutest Studio in Back Bay Location,331225367,Stone,Area 2MIT,42.34221,-71.08222,Entire homeapt,271,7,64,138
6.36E+17,Ellie 7 Trundle 2Twins BACK BAY Location,331225367,Stone,Area 2MIT,42.34399,-71.08175,Entire homeapt,196,24,64,127
6.36E+17,Sunny 2bedroom apt w 2 car parking  pvt deck,25404208,Lauren,North Cambridge,42.399429,-71.113464,Entire homeapt,364,12,2,31
6.36E+17,Lovely 2Bed 2Bath in Boston Inunit Laundry,266312920,STARS Of,Area 2MIT,42.33732,-71.0855,Entire homeapt,250,0,26,288
6.36E+17,Beautiful Fenway 2bed 2bath Apt near hospitals,158837906,Hashouki,Area 2MIT,42.34831563,-71.10031436,Entire homeapt,399,1,43,365
6.37E+17,Studio 3min walk to subway free parking,173354770,Emily,North Cambridge,42.39134,-71.12201,Entire homeapt,163,1,2,243
6.37E+17,3 beds free parking 3min walk to subway,173354770,Emily,North Cambridge,42.39137,-71.12076,Entire homeapt,222,0,2,0
6.38E+17,Walk to Harvard MIT Central Subway Book Now,7848820,Kris,MidCambridge,42.37017,-71.1019,Private room,159,2,16,320
6.38E+17,Cute and Cozy Studio,409684302,Justin And Mandy,Area 2MIT,42.34132,-71.07847,Entire homeapt,701,0,32,338
6.38E+17,Spacious Studio With Fast Wifi,409684302,Justin And Mandy,Area 2MIT,42.34228,-71.07853,Entire homeapt,297,5,32,335
6.38E+17,Lovely 1 bedroom apartment in Beacon Hill Boston,380623623,Sofia,Area 2MIT,42.35849,-71.06928,Entire homeapt,135,0,10,278
6.38E+17,Two bedroom apartment in the heart of boston,380623623,Sofia,East Cambridge,42.35986223,-71.07090778,Entire homeapt,139,0,10,331
6.39E+17,Beacon Hill House Walk to MGHMITFreedom Trail,95634275,Sophia,East Cambridge,42.36128,-71.06439,Entire homeapt,239,3,14,0
6.39E+17,Back Bay Cute Studio Walk to Prudential  Newbury,95634275,Sophia,Area 2MIT,42.35221036,-71.08263205,Entire homeapt,279,5,14,164
6.39E+17,Wonderful 1 bedroom in Beacon Hill Boston,380623623,Sofia,Area 2MIT,42.35862404,-71.06926742,Entire homeapt,130,0,10,281
6.39E+17,Hotel basement or smaller rooms or scholar house,162885740,Hong,North Cambridge,42.39246,-71.12691,Private room,150,3,18,91
6.40E+17,1BR steps from Cooldige Corner in Brookline,107434423,Blueground,Cambridgeport,42.3439802,-71.1207774,Entire homeapt,180,0,383,276
6.40E+17,Classic Central Sq 1BR w WD  Gym,107434423,Blueground,Cambridgeport,42.360894,-71.1025689,Entire homeapt,241,0,383,324
6.40E+17,Unfurnished Room in Fenway Apartment,297860058,June Team,Area 2MIT,42.34387,-71.08805,Private room,66,0,26,264
6.40E+17,Simple  Affordable Efficient Studio Awaits,285344759,Bv,Area 2MIT,42.34901,-71.07164,Private room,130,25,33,185
6.40E+17,N End Studio w Gym WD  DM nr TD Garden,107434423,Blueground,East Cambridge,42.364773,-71.063143,Entire homeapt,223,0,383,263
6.41E+17,Charming Private Room with Large Closet Coliving,2356643,MyBostonTrip,Cambridgeport,42.35095542,-71.12092927,Private room,59,0,35,37
6.41E+17,Kendall Square 1BR nr MIT,107434423,Blueground,East Cambridge,42.36624,-71.084097,Entire homeapt,271,0,383,126
6.41E+17,Coolidge Corner 2B2B Apt with AC roof deckpool,462393596,Rui,Cambridgeport,42.3409681,-71.121908,Entire homeapt,450,1,1,52
6.41E+17,Unique Room in Brighton Apartment,297860058,June Team,West Cambridge,42.35486,-71.16066,Private room,82,0,26,347
6.42E+17,Visit Boston and Stay With Us,285344759,Bv,Area 2MIT,42.34870397,-71.06859159,Entire homeapt,155,2,33,169
6.42E+17,Modern Room in Brighton Apartment,297860058,June Team,West Cambridge,42.35415309,-71.16003153,Private room,84,0,26,344
6.42E+17,Unfurnished Room in WellingtonHarrington Cambrid,297860058,June Team,WellingtonHarrington,42.36769,-71.09098,Private room,66,0,26,107
6.42E+17,wonderful 2 bedroom apartment Boston Beacon Hill,380623623,Sofia,Area 2MIT,42.35884,-71.06953,Entire homeapt,145,0,10,278
6.42E+17,wonderful one bedroom apartment boston,380623623,Sofia,Area 2MIT,42.35864,-71.06899,Entire homeapt,145,0,10,278
6.43E+17,Cozy Renovated 2BR1BA Top Floor Condo w Parking,306329570,Jon,West Cambridge,42.352,-71.14877,Entire homeapt,120,2,1,219
6.43E+17,14322 Studio Awaits Your Next Stay,244600805,Bay Village,Area 2MIT,42.34948,-71.07022,Entire homeapt,152,3,20,118
6.43E+17, Near MIT  Public transport  Hong Kong theme,450042941,Joana,East Cambridge,42.37097,-71.0706,Entire homeapt,318,2,2,324
6.44E+17,Unfurnished Room in Central Square Cambridge Apa,297860058,June Team,WellingtonHarrington,42.36974968,-71.09303982,Private room,90,0,26,107
6.44E+17,Unfurnished Apartment in Somerville,297860058,June Team,Area 2MIT,42.34992556,-71.06814194,Entire homeapt,83,0,26,216
6.45E+17,Lovely 4 bed room in boston beacon hill,373675137,Liya,East Cambridge,42.36003634,-71.06595196,Entire homeapt,277,0,81,264
6.45E+17,View like no other Modern APT Heart OF Cambridge,158837906,Hashouki,East Cambridge,42.36905,-71.07426,Entire homeapt,499,3,43,353
6.45E+17,Entire hotel unit for group with kitchen near T,162885740,Hong,North Cambridge,42.3933,-71.12622,Private room,250,16,18,166
6.45E+17,Charming 1bedroom hotel near T and free parking2,162885740,Hong,North Cambridge,42.3933,-71.12622,Private room,185,17,18,32
6.45E+17,Charming 1bedroom Hotel near T and Free Parking3,162885740,Hong,North Cambridge,42.3933,-71.12622,Private room,157,11,18,35
6.45E+17,Stay in the city,51354887,Jay,North Cambridge,42.39376353,-71.10535039,Private room,87,9,7,25
6.45E+17,Two bedroom apartment near THarvardMIT,19246369,Joe,East Cambridge,42.38120592,-71.08470168,Entire homeapt,189,1,3,82
6.46E+17,TD Garden apartment apartment in historic west end,163848078,Adam,East Cambridge,42.36409,-71.0638,Entire homeapt,699,0,15,359
6.46E+17,Hotel Room for Long Term Stay near T Economy RoomB,162885740,Hong,North Cambridge,42.3933,-71.12622,Private room,170,2,18,90
6.46E+17,Hotel Room for Long Term Stay near T Economy RoomA,162885740,Hong,North Cambridge,42.3933,-71.12622,Private room,180,7,18,136
6.48E+17,Beautiful 2BR 2BA unit in Fenway heartBUHospital,163848078,Adam,Area 2MIT,42.34828,-71.0996,Entire homeapt,499,0,15,365
6.48E+17,Stunning panoramic View historic west End Boston,163848078,Adam,East Cambridge,42.3639,-71.06377,Entire homeapt,449,1,15,365
6.49E+17,Beautiful Private room by Harvard Long term stay,34191455,Manoj,MidCambridge,42.37399,-71.10626,Private room,95,2,18,308
6.49E+17,Modern Room in Mission Hill Apartment,297860058,June Team,Area 2MIT,42.33771147,-71.08309678,Private room,84,0,26,365
6.49E+17,Quaint 2 Bedroom Stay in the Mist of Cambridge,39343684,Christine E.,Riverside,42.3659983,-71.1136882,Entire homeapt,198,0,2,354
6.49E+17,Modern Room in Mission Hill Apartment,297860058,June Team,Area 2MIT,42.33723,-71.08313,Private room,91,0,26,261
6.49E+17,Cozy Private room by Harvard  Long Term Stay,34191455,Manoj,MidCambridge,42.37375,-71.10618,Private room,116,1,18,22
6.49E+17,T1 Brand New Cute  Cozy South End Studio,331225367,Stone,Area 2MIT,42.34253,-71.07674,Entire homeapt,192,25,64,30
6.49E+17,Private Roofdeck  Fenway Kenmore  Keyless Entry,275849638,Steven,Area 2MIT,42.34856,-71.10458,Entire homeapt,267,12,39,344
6.50E+17,Private room near Harvard Long Term Stay,34191455,Manoj,Agassiz,42.38488,-71.10968,Private room,103,0,18,295
6.50E+17,Harvard Sq 3BR w WD nr Harvard Sq,107434423,Blueground,West Cambridge,42.3800973,-71.1294011,Entire homeapt,294,0,383,273
6.50E+17,Unbeatable Location downtown Boston 2BR 2BA Wifi,163848078,Adam,East Cambridge,42.36156384,-71.05591906,Entire homeapt,575,0,15,365
6.50E+17,Private furnished room by Harvard  Long term Stay,34191455,Manoj,MidCambridge,42.37392136,-71.10631084,Private room,115,0,18,126
6.50E+17,4 Private room by Harvard  MIT Long Term Stay,34191455,Manoj,MidCambridge,42.37344648,-71.10664633,Private room,275,0,18,11
6.51E+17,Lovely Private bedroom by Harvard  Long term Stay,34191455,Manoj,MidCambridge,42.3742732,-71.10459194,Private room,115,1,18,52
6.51E+17,Newly Renovated 2B 2BA unit with elevator,31340713,Kama,Area 2MIT,42.33563,-71.08578,Entire homeapt,250,0,23,78
6.51E+17,Newly Renovated 2Bed 2Bath unit with elevator,266312920,STARS Of,Area 2MIT,42.33776,-71.08578,Entire homeapt,230,0,26,78
6.51E+17,Walk to Harvard MIT Central Subway Book Now,7848820,Kris,MidCambridge,42.37189344,-71.09993568,Private room,145,2,16,361
6.51E+17,Walk to Harvard MIT Central Subway Book Now,7848820,Kris,The Port,42.37054,-71.10011,Private room,175,0,16,230
6.52E+17,Private GardenLevel Studio Apartment Near Harvard,2297712,Jean,North Cambridge,42.3894,-71.11783,Entire homeapt,174,13,2,73
6.52E+17,Downtown Studio Apt near Tufts Med BMC MGF,2356643,MyBostonTrip,Area 2MIT,42.35039249,-71.06433705,Entire homeapt,135,6,35,355
6.53E+17,Cozy Room in Beacon HillMGH Walk to Everything,95634275,Sophia,East Cambridge,42.36177,-71.06611,Private room,141,2,14,0
6.53E+17,Room in Prime Location 10 Mins to Harvard Lesley,95634275,Sophia,North Cambridge,42.39049,-71.12255,Private room,134,0,14,123
6.54E+17,Downtown Studio Apt near Grocery and Hospitals,2356643,MyBostonTrip,Area 2MIT,42.35071205,-71.06524929,Entire homeapt,135,4,35,344
6.55E+17,Luxurious 2BR 2BA in the heart of fenway King Bed,158837906,Hashouki,Area 2MIT,42.34379709,-71.10251353,Entire homeapt,499,0,43,365
6.56E+17,Cozy S End Studio nr T Shops  Dining,107434423,Blueground,Area 2MIT,42.3399944,-71.0814304,Entire homeapt,209,0,383,139
6.56E+17,Symphony 1BR next door to laundromat,107434423,Blueground,Area 2MIT,42.3438654,-71.0880786,Entire homeapt,184,0,383,288
6.56E+17,Ideal Fenway Studio w WD  Gym,107434423,Blueground,Area 2MIT,42.3441154,-71.0995393,Entire homeapt,249,0,383,226
6.56E+17,Small fully equipped Contemporary Studio near MGH,2356643,MyBostonTrip,East Cambridge,42.3596291,-71.06217904,Entire homeapt,105,5,35,340
6.56E+17,PRIVATE 3rd FL 3BR2BA GET USE OF 1650sf DAVIS SQ,372512203,Kc,North Cambridge,42.39595158,-71.1282537,Private room,332,2,1,167
6.56E+17,Entire House Close to Everything Harvard Lesley,95634275,Sophia,North Cambridge,42.38915657,-71.12251249,Entire homeapt,226,0,14,127
6.57E+17,Evolve  NEW Boston Condo  1 Mi to Fenway Park,122377513,Evolve,Area 2MIT,42.34751859,-71.09075802,Entire homeapt,192,2,2,243
6.57E+17,Lovely 1 bedroom in Somerville,465953880,Mislina,WellingtonHarrington,42.39053079,-71.08999436,Private room,62,3,3,325
6.57E+17,Lovely bedroom next to assembly sq,465953880,Mislina,WellingtonHarrington,42.39033984,-71.0887486,Private room,55,0,3,332
6.57E+17,Great bedroom close to downtown,465953880,Mislina,WellingtonHarrington,42.39012854,-71.0885337,Private room,60,1,3,311
6.58E+17,Enjoy quietness at Prime Loc nr Harvard MIT ,339387971,Dina,Agassiz,42.3832243,-71.1000455,Entire homeapt,249,5,2,136
6.58E+17,Private Room near Harvard MIT Long Short Term,34191455,Manoj,MidCambridge,42.37508,-71.10637,Private room,110,0,18,313
6.59E+17,Best Deal Apt w Ac Tv Wifi WD nr Tufts Harvard,339387971,Dina,North Cambridge,42.3982715,-71.1038812,Entire homeapt,265,5,2,85
6.59E+17,Bright Studio in Gorgeous Brownstone,409684302,Justin And Mandy,Area 2MIT,42.34139895,-71.07852332,Entire homeapt,408,0,32,326
6.59E+17,Luxurious Fenway 2BR Penthouse  Roof Deck  Patio,275849638,Steven,Area 2MIT,42.34942127,-71.09291765,Entire homeapt,530,23,39,254
6.59E+17,Sunfilled 2 bed w inunit laundry  central air,266312920,STARS Of,Area 2MIT,42.33591428,-71.08493879,Entire homeapt,177,0,26,283
6.59E+17,NortheasternBoston Medicalin unit laundryCA,31340713,Kama,Area 2MIT,42.33639689,-71.08554361,Entire homeapt,177,0,23,283
6.59E+17,a private bedroom next to porter square,401242783,Aleyna,Neighborhood Nine,42.38875649,-71.12355157,Private room,75,3,3,327
6.59E+17,Lovely Beacon Hill 1BR,107434423,Blueground,Area 2MIT,42.348129,-71.080849,Entire homeapt,304,0,383,1
6.59E+17,Nice Studio w Uti Wifi Ac on MassAv nr Harvard Tuf,7918311,Dina,North Cambridge,42.39880748,-71.13076614,Entire homeapt,189,0,7,271
6.59E+17,Pvt 1 Bedroom Loft Walk to Harvard MIT Metro,7848820,Kris,MidCambridge,42.36968361,-71.10163772,Entire homeapt,232,0,16,329
6.60E+17,Luxury 1 bed w loft  2 bath inunit laundry,31340713,Kama,Area 2MIT,42.34041154,-71.0694937,Entire homeapt,175,0,23,291
6.60E+17,Luxury 1 bed w loft  2 bath inunit laundry,266312920,STARS Of,Area 2MIT,42.34218374,-71.06928046,Entire homeapt,200,0,26,291
6.60E+17,Modern Living in  fenway heart highend building,163848078,Adam,Area 2MIT,42.34356447,-71.10274085,Entire homeapt,549,0,15,365
6.61E+17,Lovely 2 Br 2 Ba apt with balcony steps Back Bay,158837906,Hashouki,Area 2MIT,42.34535549,-71.06542101,Entire homeapt,699,2,43,358
6.61E+17,Lovely 1 bedroom in heart of Boston Downtown,158837906,Hashouki,Area 2MIT,42.35304305,-71.05823208,Entire homeapt,349,2,43,330
6.61E+17,Attractive condo near Harvard Square,21976411,Emil,MidCambridge,42.37174644,-71.10753069,Entire homeapt,193,0,1,264
6.61E+17,Great Value Studio in South End,409684302,Justin And Mandy,Area 2MIT,42.34135941,-71.0785769,Entire homeapt,439,0,32,318
6.61E+17,Cambridgeport 1BR w WD  Gym nr Boston U  MIT,107434423,Blueground,Cambridgeport,42.3566191,-71.1062769,Entire homeapt,243,0,383,265
6.62E+17,Luxurious 2Br 2Ba unit in the middle of fenway,158837906,Hashouki,Area 2MIT,42.34674932,-71.10165302,Entire homeapt,499,0,43,365
